"","Nazwa_Oferty","ID_Oferta","Marka","Model","Cena_Brutto","Rodzaj_Napedu","Typ_Skrzynia","Pojemnosc_Silnika","Typ_Paliwa","Zuzycie_Paliwa_na_100km","Emisja_CO2","Klasa_Emisji","Przebieg_Km","Pierwsza_Rejestracja","Poprzedni_wlasciciel","Kraj","Typ_Sprzedawcy","Moc_Silnika","Liczba_Zdjec","Wyposazenie","Liczba_elementow_wyposazenia"
"2732","Volkswagen Crafter 30 TDI VA 103 kW","48300495","Volkswagen","Crafter",146199,"4x2","Manual","1968","Diesel","7.4","193","Euro 6","106000","9/2017","1","Niemcy","Komis","103",16,"ABS,ESP,Alarm,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,USB,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Pod³okietnik z przodu,Skórzana kierownica,Klimatyzacja manualna,Ogrzewanie postojowe,Œwiat³a do jazdy dziennej,Zamek centralny,Demontowany hak holowniczy",22
"2733","Ford Transit Custom 320 L2 LKW VA Trend 77 kW","48310170","Ford","Transit Custom",146249,"4x2","Manual","1996","Diesel","6.1","158","Euro 6d-TEMP","250","10/2021","1","Niemcy","Dealer","77",15,"ABS,ESP,Wspomaganie kierownicy,Immobiliser,Kamera parkowania,Radio,USB,Zamek centralny,Zamek centralny na pilota,Dzielone siedzenia tylne ,Klimatyzacja manualna,Tempomat",12
"2734","Renault Arkana 1.3 TCe EDC 103 kW","48316468","Renault","Arkana",146249,"4x2","Automat","1332","Benzyna","5.4","124","Euro 6d-TEMP","1500","9/2021","U¿ywany","Niemcy","Dealer","103",20,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Czujnik ciœnienia w oponach,Kamera parkowania 360°,Czujniki parkowania przód/ty³,Bluetooth,Radio,USB,Ekran dotykowy,Komputer pok³adowy,Podgrzewana kierownica,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Klimatyzacja automatyczna,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek",30
"2735","Jaguar E-Pace 110 kW","48309114","Jaguar","E-Pace",141349,"4x2","Manual","2000","Diesel","5","143","Brak klasy emisji","98446","6/2018","U¿ywany","Hiszpania","Dealer","110",30,"ABS,ESP,Przyciemniane szyby,Tempomat",4
"2736","Ford Transit Custom 320 L2 LKW VA Trend 77 kW","48298621","Ford","Transit Custom",147449,"4x2","Manual","1995","Diesel","6.4","166","Euro 6d-TEMP","36306","10/2020","U¿ywany","Niemcy","Dealer","77",18,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Radio,USB,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Œwiat³a do jazdy dziennej,Podgrzewana przednia szyba,Zamek centralny,System doœwietlania zakrêtów,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,Klimatyzacja manualna,Tempomat",25
"2737","MINI Cooper S 141 kW","48297901","MINI","Cooper S",145299,"4x2","Automat","1998","Benzyna","6.2","123","Brak klasy emisji","36250","1/2019","U¿ywany","Holandia","Dealer","141",50,"Radio,Felgi aluminiowe,System doœwietlania zakrêtów,Skórzana kierownica,Tempomat",5
"2738","Volkswagen T6 Transporter long 110 kW","48279694","Volkswagen","T6 Transporter",142749,"4x2","Manual","1968","Diesel","5.9","156","Euro 6","96400","6/2019","1","Niemcy","Komis","110",27,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Czujnik ciœnienia w oponach,Kamera parkowania,Wyjœcie AUX,USB,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Œwiat³a do jazdy dziennej,Podgrzewane lusterka,Podgrzewana przednia szyba,Zamek centralny,System doœwietlania zakrêtów,Sta³y hak holowniczy,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,Regulowana kierownica,Tempomat",26
"2739","Volkswagen T6 Transporter DSG long 110 kW","48305483","Volkswagen","T6 Transporter",147749,"4x2","Automat","1968","Diesel","5.8","153","Euro 6","89000","12/2017","1","Niemcy","Komis","110",22,"ABS,ESP,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Kamera parkowania,Wyjœcie AUX,USB,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Pod³okietnik z przodu,Skórzana kierownica,Dzielone siedzenia tylne ,Regulowana kierownica,Klimatyzacja manualna,Œwiat³a do jazdy dziennej,Podgrzewana przednia szyba,Zamek centralny,System doœwietlania zakrêtów",23
"2740","Ford Edge 2.0 TDCi 4x4 154 kW","48271041","Ford","Edge",148149,"4x4","Automat","1997","Diesel","5.9","156","Euro 6","72705","10/2017","1","Niemcy","Dealer","154",25,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,Radio,Radio samochodowe,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sportowe przednie siedzenia,Ogrzewanie postojowe,£opatki przy kierownicy,Tempomat,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Reflektory adaptacyjne,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Podgrzewana przednia szyba,Zamek centralny,Czujnik wycieraczek,System doœwietlania zakrêtów,Demontowany hak holowniczy",32
"2741","Citroen Jumper 33 L3H2 S&S 103 kW","48286864","Citroen","Jumper",148199,"4x2","Manual","2179","Diesel","6.4","168","Euro 6d-TEMP","22529","12/2019","1","Niemcy","Dealer","103",19,"ABS,ESP,Asystent hamowania (EBA, BAS),Wspomaganie kierownicy,Immobiliser,Kamera parkowania,Ekran dotykowy,Radio samochodowe,Pod³okietnik z przodu,Klimatyzacja manualna,Zamek centralny,Tempomat",13
"2742","Volkswagen Golf 1.5 TSI R-Line 96 kW","48285966","Volkswagen","Golf",143199,"4x2","Automat","1498","Benzyna","5","111","Euro 6","9800","6/2021","U¿ywany","Francja","Dealer","96",21,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania,USB,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Oœwietlenie ambientowe,Pod³okietnik z ty³u,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,Sk³adane siedzenia tylne,Klimatyzowana skrytka,Dzielone siedzenia tylne ,Regulowana kierownica,Felgi aluminiowe,Œwiat³a do jazdy dziennej,Œwiat³a automatyczne,Tylna wycieraczka,Podgrzewane lusterka,Zamek centralny,Przyciemniane szyby",31
"2743","Jaguar F-Pace 20d AWD Prestige 132 kW","48278821","Jaguar","F-Pace",143249,"4x4","Automat","1999","Diesel","6","139","Euro 6","109799","3/2018","U¿ywany","Francja","Dealer","132",21,"ABS,ESP,Alarm,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania,Wyjœcie AUX,USB,Ekran dotykowy,Komputer pok³adowy,Oœwietlenie ambientowe,Pod³okietnik z ty³u,Skórzana kierownica,Kierownica wielofunkcyjna,Sk³adane siedzenia tylne,Dzielone siedzenia tylne ,Felgi aluminiowe,Œwiat³a do jazdy dziennej,Tylna wycieraczka,Podgrzewane lusterka,Zamek centralny,Przyciemniane szyby,Tempomat",27
"2744","Jaguar F-Pace 20d AWD Prestige 132 kW","48278821","Jaguar","F-Pace",143249,"4x4","Automat","1999","Diesel","6","139","Euro 6","109799","3/2018","U¿ywany","Francja","Dealer","132",21,"ABS,ESP,Alarm,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania,Wyjœcie AUX,USB,Ekran dotykowy,Komputer pok³adowy,Oœwietlenie ambientowe,Pod³okietnik z ty³u,Skórzana kierownica,Kierownica wielofunkcyjna,Sk³adane siedzenia tylne,Dzielone siedzenia tylne ,Felgi aluminiowe,Œwiat³a do jazdy dziennej,Tylna wycieraczka,Podgrzewane lusterka,Zamek centralny,Przyciemniane szyby,Tempomat",27
"2745","BMW 116 d M Sport 85 kW","48302610","BMW","116",143249,"4x2","Automat","1496","Diesel","4","124","Euro 6","24574","4/2021","U¿ywany","Francja","Dealer","85",21,"Tempomat",1
"2746","Mercedes-Benz Vito 116 CDI BlueTEC extra long Mixto PKW 120 kW","48278048","Mercedes-Benz","Vito",148249,"4x2","Automat","2143","Diesel","6.4","171","Euro 6","72900","11/2017","1","Niemcy","Komis","120",20,"ABS,ESP,Wspomaganie kierownicy,Immobiliser,Czujnik ciœnienia w oponach,Kamera parkowania,USB,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Tempomat,Baga¿nik na rowery,Œwiat³a do jazdy dziennej,Atermiczna szyba przednia,Zamek centralny,Sta³y hak holowniczy,Pod³okietnik z przodu,Skórzana kierownica,Klimatyzacja manualna",19
"2747","Volkswagen T-Roc 1.5 TSI 110 kW","48280429","Volkswagen","T-Roc",148399,"4x2","Automat","1498","Benzyna","5.4","124","Brak klasy emisji","7700","5/2021","U¿ywany","Niemcy","Dealer","110",19,"ABS,ESP,Asystent hamowania (EBA, BAS),System start-stop,Czujnik martwego pola,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Radio,USB,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Felgi aluminiowe,Czujnik wycieraczek",25
"2748","Mercedes-Benz C 180 T 115 kW","48279370","Mercedes-Benz","C 180",143449,"4x2","Automat","1595","Benzyna","6.7","152","Euro 6d-TEMP","31000","10/2018","2","Niemcy","Dealer","115",7,"ABS,ESP,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,USB,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,£opatki przy kierownicy,Tempomat,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Klimatyzacja automatyczna",25
"2749","Mercedes-Benz Vito 116 CDI Mixto extra long PKW 120 kW","48268998","Mercedes-Benz","Vito",148649,"4x2","Manual","1950","Diesel","6","153","Euro 6d-TEMP","32030","9/2020","1","Niemcy","Dealer","120",5,"ABS,ESP,System start-stop,Wspomaganie kierownicy,Immobiliser,USB,Komputer pok³adowy,Radio samochodowe,Zamek centralny,Klimatyzacja manualna,Tempomat",11
"2750","Renault Grand Scenic TCe 160 EDC GPF BLACK EDITION 118 kW","48298430","Renault","Grand Scenic",143649,"4x2","Automat","1332","Benzyna","6","150","Euro 6","5432","5/2021","U¿ywany","Francja","Dealer","118",23,"ABS,Asystent hamowania (EBA, BAS),Czujniki parkowania,Ekran dotykowy,Felgi aluminiowe,Przyciemniane szyby,Klimatyzowana skrytka,Klimatyzacja,Tempomat",10
"2751","Peugeot 2008 96 kW","48294990","Peugeot","2008",143649,"4x2","Automat","1499","Diesel","4","127","Euro 6","9751","5/2021","U¿ywany","Francja","Dealer","96",35,"ABS,Asystent hamowania (EBA, BAS),Wspomaganie kierownicy,Czujnik ciœnienia w oponach,Czujniki parkowania,Radio,Ekran dotykowy,Dzielone siedzenia tylne ,Regulowana kierownica,Tempomat",11
"2752","Ford Transit 350 L3 HA Trend 96 kW","48262778","Ford","Transit",148649,"4x2","Manual","1995","Diesel","7","175","Brak klasy emisji","11500","6/2021","Samochód demonstracyjny","Niemcy","Dealer","96",5,"ABS,ESP,USB,Radio samochodowe,Pod³okietnik z przodu,Regulowana kierownica,Klimatyzacja manualna,Zamek centralny,Zamek centralny na pilota,Tempomat",10
"2753","Volkswagen T6 Transporter long EU6 66 kW","48299838","Volkswagen","T6 Transporter",147449,"4x2","Manual","1968","Diesel","6.2","187","Brak klasy emisji","201","6/2021","U¿ywany","Austria","Dealer","66",20,"ABS,ESP,Asystent hamowania (EBA, BAS),Wspomaganie kierownicy,Radio samochodowe,Zamek centralny,Klimatyzacja manualna",8
"2754","BMW 116 d M Sport 85 kW","48285710","BMW","116",143649,"4x2","Automat","1496","Diesel","4.3","114","Euro 6","56500","5/2018","U¿ywany","Francja","Dealer","85",16,"Czujniki parkowania,USB,Felgi aluminiowe,Pod³okietnik z przodu,Tempomat",5
"2755","Mercedes-Benz Citan 109 CDI Long 70 kW","48269638","Mercedes-Benz","Citan",150399,"4x2","Manual","1461","Diesel","4.8","125","Euro 6d","5000","11/2021","Samochód demonstracyjny","Niemcy","Dealer","70",12,"ABS,ESP,Asystent hamowania (EBA, BAS),System start-stop,Telefon alarmowy,Kamera parkowania,Czujniki parkowania przód/ty³,Radio,USB,Radio samochodowe,Felgi aluminiowe,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sk³adane siedzenia tylne,Dzielone siedzenia tylne ,Tempomat",18
"2756","Volkswagen Passat Variant 1.5 TSI EVO Business 110 kW","48299231","Volkswagen","Passat",150799,"4x2","Automat","1498","Benzyna","5.3","122","Brak klasy emisji","25400","6/2021","U¿ywany","Niemcy","Dealer","110",6,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania przód/ty³,Bluetooth,Radio,Wyjœcie AUX,USB,Nawigacja,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,£opatki przy kierownicy,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,System doœwietlania zakrêtów,Sprzêg przyczepy,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach",32
"2757","Volkswagen T-Cross 1.0 TSI OPF Life 71 kW","48312166","Volkswagen","T-Cross",148399,"4x2","Manual","999","Benzyna","4.8","110","Euro 6","750","1/2022","Samochód demonstracyjny","Holandia","Dealer","71",23,"ABS,ESP,Alarm,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Radio,Komputer pok³adowy,Radio samochodowe,Felgi aluminiowe,Œwiat³a do jazdy dziennej,Podgrzewana przednia szyba,Zamek centralny,Zamek centralny na pilota,System doœwietlania zakrêtów,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna",23
"2758","Peugeot Rifter 130 EAT8 Allure 96 kW","48298195","Peugeot","Rifter",145999,"4x2","Automat","1499","Diesel","4","114","Euro 6","34529","2/2019","U¿ywany","Francja","Dealer","96",18,"ABS,ESP,Asystent hamowania (EBA, BAS),Czujnik ciœnienia w oponach,Czujniki parkowania,Wyjœcie AUX,USB,Ekran dotykowy,Pod³okietnik z przodu,Dzielone siedzenia tylne ,Regulowana kierownica,Zamek centralny,Przyciemniane szyby,Tempomat",15
"2759","Volkswagen Crafter 30 TDI VA 103 kW","48300496","Volkswagen","Crafter",151149,"4x2","Manual","1968","Diesel","7.4","193","Euro 6","109000","10/2017","1","Niemcy","Komis","103",15,"ABS,ESP,Alarm,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,USB,Ekran dotykowy,Komputer pok³adowy,Odtwarzacz CD,Pod³okietnik z przodu,Skórzana kierownica,Klimatyzacja manualna,Ogrzewanie postojowe,Œwiat³a do jazdy dziennej,Zamek centralny,Demontowany hak holowniczy",22
"2760","Ford Transit 310 L3H3 LKW VA Trend 125 kW","48289679","Ford","Transit",151199,"4x2","Manual","1996","Diesel","6","157","Euro 6","59021","7/2018","1","Niemcy","Dealer","125",19,"ABS,ESP,System start-stop,Wspomaganie kierownicy,Immobiliser,Czujnik ciœnienia w oponach,USB,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Podgrzewana przednia szyba,Zamek centralny,Zamek centralny na pilota,System doœwietlania zakrêtów,Pod³okietnik z przodu,Skórzana kierownica,Dzielone siedzenia tylne ,Klimatyzacja manualna,Tempomat",19
"2761","Mercedes-Benz Vito 116 CDI Mixto extra long PKW 120 kW","48280215","Mercedes-Benz","Vito",152149,"4x2","Manual","1950","Diesel","5.9","168","Euro 6d-TEMP","37940","9/2020","1","Niemcy","Dealer","120",15,"ABS,ESP,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Telefon alarmowy,Czujnik ciœnienia w oponach,Radio,USB,Komputer pok³adowy,Radio samochodowe,Zamek centralny,Tempomat",15
"2762","Mercedes-Benz B 200 120 kW","48277563","Mercedes-Benz","B 200",153099,"4x2","Manual","1332","Benzyna","5.4","123","Euro 6","7598","7/2020","1","Niemcy","Dealer","120",5,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,USB,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,Sprzêg przyczepy,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Sk³adane siedzenia tylne,Klimatyzacja automatyczna,Tempomat",30
"2763","Mercedes-Benz B 180 100 kW","48283736","Mercedes-Benz","B 180",153099,"4x2","Automat","1332","Benzyna","5","124","Euro 6d-TEMP","7606","1/2020","U¿ywany","Niemcy","Dealer","100",9,"ABS,ESP,Asystent stabilnoœci (TSA),Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,USB,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Tempomat,Felgi aluminiowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,Sprzêg przyczepy,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach",29
"2764","MINI Cooper S 143 kW","48295316","MINI","Cooper S",147949,"4x2","Manual","1998","Benzyna","5","129","Brak klasy emisji","45583","2/2019","U¿ywany","Francja","Dealer","143",15,"Radio samochodowe,Pod³okietnik z przodu,Telefon alarmowy,Kamera parkowania",4
"2765","BMW 125 i M Sport 165 kW","48307654","BMW","125",153299,"4x2","Automat","1998","Benzyna","6.2","140","Euro 6","19950","9/2018","1","Niemcy","Dealer","165",7,"ABS,ESP,Alarm,System start-stop,Wspomaganie kierownicy,Immobiliser,Czujniki parkowania przód/ty³,Komputer pok³adowy,Odtwarzacz CD,Radio samochodowe,Tempomat,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,System doœwietlania zakrêtów,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Klimatyzacja automatyczna",23
"2766","Mercedes-Benz Vito 116 CDI long 120 kW","48314549","Mercedes-Benz","Vito",153349,"4x2","Manual","2143","Diesel","6","159","Euro 6","19365","7/2020","2","Niemcy","Dealer","120",20,"ABS,ESP,System start-stop,Wspomaganie kierownicy,Kamera parkowania,USB,Komputer pok³adowy,Radio samochodowe,Zamek centralny,Pod³okietnik z przodu,Dzielone siedzenia tylne ,Klimatyzacja manualna,Tempomat",13
"2767","Ford Transit Custom 320 L2 LKW VA Trend 77 kW","48278399","Ford","Transit Custom",153399,"4x2","Manual","1995","Diesel","6.5","170","Euro 6","500","11/2021","1","Niemcy","Dealer","77",12,"ABS,ESP,Radio samochodowe,Klimatyzacja manualna,Zamek centralny,Tempomat",6
"2768","Audi S1 170 kW","48285440","Audi","S1",148399,"4x2","Manual","1984","Benzyna","7.1","166","Euro 6","65980","10/2017","U¿ywany","Francja","Dealer","170",21,"ABS,ESP,System œledzenia GPS,Asystent hamowania (EBA, BAS),System start-stop,Czujnik ciœnienia w oponach,Czujniki parkowania,Wyjœcie AUX,USB,Komputer pok³adowy,Odtwarzacz CD,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,Sk³adane siedzenia tylne,Klimatyzowana skrytka,Dzielone siedzenia tylne ,Regulowana kierownica,Felgi aluminiowe,Œwiat³a do jazdy dziennej,Tylna wycieraczka,Podgrzewane lusterka,Zamek centralny,Przyciemniane szyby,Tempomat",27
"2769","Volvo XC40 D3 110 kW","48289294","Volvo","XC40",148399,"4x2","Manual","1969","Diesel","4.8","127","Euro 6","49890","5/2019","U¿ywany","Francja","Dealer","110",20,"ABS,ESP,Alarm,Asystent hamowania (EBA, BAS),System start-stop,Telefon alarmowy,Czujnik ciœnienia w oponach,Czujniki parkowania,USB,Ekran dotykowy,Komputer pok³adowy,Oœwietlenie ambientowe,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,Sk³adane siedzenia tylne,Klimatyzowana skrytka,Dzielone siedzenia tylne ,Regulowana kierownica,Felgi aluminiowe,Œwiat³a do jazdy dziennej,Tylna wycieraczka,Zamek centralny,Przyciemniane szyby,Tempomat",26
"2770","Mercedes-Benz B 200 120 kW","48305816","Mercedes-Benz","B 200",153599,"4x2","Automat","1332","Benzyna","5.4","124","Euro 6d-TEMP","26450","2/2020","1","Niemcy","Dealer","120",9,"ABS,ESP,Funkcja Auto Hold,Asystent hamowania (EBA, BAS),System start-stop,Wspomaganie kierownicy,Immobiliser,Asystent pasa jazdy,Telefon alarmowy,Czujnik ciœnienia w oponach,Kamera parkowania,Czujniki parkowania przód/ty³,Bluetooth,Radio,USB,Ekran dotykowy,Komputer pok³adowy,Radio samochodowe,Tempomat,Felgi aluminiowe,Automatyczne œwiat³a drogowe,Czujnik zmierzchu,Œwiat³a do jazdy dziennej,Zamek centralny,Czujnik wycieraczek,Pod³okietnik z przodu,Skórzana kierownica,Kierownica wielofunkcyjna,ISOFIX na tylnych siedzeniach,Klimatyzacja automatyczna",31
"2771","Volkswagen Crafter 30 TDI VA 103 kW","48270292","Volkswagen","Crafter",153599,"4x2","Manual","1968","Diesel","8","201","Euro 6","129461","1/2020","1","Niemcy","Komis","103",20,"ABS,ESP,System start-stop,Wspomaganie kierownicy,Immobiliser,Czujnik ciœnienia w oponach,Kamera parkowania,Wyjœcie AUX,Ekran dotykowy,Odtwarzacz CD,Radio samochodowe,Zamek centralny,Zamek centralny na pilota,ISOFIX na tylnych siedzeniach,Klimatyzacja manualna",15
"2772","Renault Talisman dCi 200 EDC INITIALE PARIS 147 kW","48298948","Renault","Talisman",148399,"4x2","Automat","1997","Diesel","5","150","Euro 6","11406","10/2020","U¿ywany","Francja","Dealer","147",35,"Asystent hamowania (EBA, BAS)",2
"2773","Mercedes-Benz Vito 114 CDI long 100 kW","48279600","Mercedes-Benz","Vito",152749,"4x2","Manual","2143","Diesel","7","170","Euro 6","57500","6/2019","U¿ywany","Francja","Dealer","100",12,"ABS,ESP,Asystent hamowania (EBA, BAS),Czujnik ciœnienia w oponach,Klimatyzowana skrytka,Regulowana kierownica,Zamek centralny,Przyciemniane szyby,Tempomat",10
"2774","Volkswagen T6 Transporter long 81 kW","48282462","Volkswagen","T6 Transporter",155849,"4x2","Manual","1968","Diesel","7","170","Euro 6d-TEMP","28577","3/2021","1","Niemcy","Dealer","81",11,"ABS,ESP,Wspomaganie kierownicy,Immobiliser,Radio,Radio samochodowe,Zamek centralny,Klimatyzacja manualna",8
